youtuber,subscribers,video_views,video_count,category,start_date,Transcript
Jennifer Lopez,"16,400,000","10,474,399,642",266,Music,2005,"(gentle music)
(upbeat music)
- J-Lo, (speaking Spanish).
? It's a new generation ?
- [Pitbull] Mr. Worldwide.
? Of party people ?
? Get on the floor, dale ?
? Get on the floor, red one ?
? Let me introduce you to my party people ?
? In the club, huh ?
? I'm loose, and everybody knows I get off the chain ?
? Baby, it's the truth ?
? I'm like Inception, I play with your brain ?
? So I don't sleep or snooze ?
? I don't play no games, so don't, don't, don't, don't ?
? Don't get it confused, no ?
? 'Cause you will lose, yeah ?
? Now, now, pump, pump, pump, pump, pump, pump, pump it up ?
? And back it up like a Tonka truck, dale ?
? If you go hard, you gotta get on the floor ?
? If you're a party freak, then step on the floor ?
? If you're an animal, then tear up the floor ?
? Break a sweat on the floor ?
? Yeah, we work on the floor ?
? Don't stop, keep it moving, put your drinks up ?
? Get your body up and drop it on the floor ?
? Let the rhythm change your world on the floor ?
? You know, we're running tonight on the floor ?
? Brazil, Morocco, London to Ibiza ?
? Straight to LA, New York, Vegas to Africa ?
? Dance the night away ?
? Live your life and stay young on the floor ?
? Dance the night away ?
? Grab somebody, drink a little more ?
? (rapping in Spanish) ?
? La la la la la, la la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
? La la la la la, la la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
? I know you got it, clap your hands on the floor ?
? And keep on rocking, rock it up on the floor ?
? If you're a criminal, kill it on the floor ?
? Steal it quick on the floor, on the floor ?
? Don't stop, keep it moving, put your drinks up ?
? It's getting ill, it's getting sick on the floor ?
? We never quit, we never rest on the floor ?
? If I ain't wrong, we'll probably die on the floor ?
? Brazil, Morocco, London to Ibiza ?
? Straight to LA, New York, Vegas to Africa ?
? Dance the night away ?
? Live your life and stay young on the floor ?
? Dance the night away ?
? Grab somebody, drink a little more ?
? (rapping in Spanish) ?
? La la la la la, la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
? La la la la la, la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
? That badonkadonk is like a trunk full of bass ?
? On an old school Chevy, seven tray donka donk ?
? All I need is some vodka, some chonky konk ?
? And watch and she gon' get Donkey Kong ?
? Baby, if you ready for things to get heavy ?
? I get on the floor and act a fool if you let me ?
? Don't believe me, just bet me ?
? My name ain't Keith, but I see the way you sweat, man ?
? LA, Miami, New York ?
? Say no more, get on the floor ?
? La la la la la, la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
? La la la la la, la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
? La la la la la, la la la la la la la la la ?
? Tonight we gonna be it on the floor ?
(upbeat music)"
Boyce Avenue,"16,400,000","6,713,508,963",521,Music,2007,"[Music]
o
oo yeah red cups and swey bodies
everywhere hands in the air like we
don't care cuz we came to have so much
fun now got somebody here might be the
one now if you're not ready to go
home can I get a hell no cuz we're going
to go all night till we see the sunlight
all
right we like to party dancing you and
me doing whatever we
want and this is our house and this is
our rules and we can't
stop and we won't
stop can't you say it's we who own the
night can't you say it's we who about
that life We Can't
Stop and we won't
stop we run things things don't run away
don't take nothing from
nobody
[Music]
yeah
ooh
ooh
o yeah so my home girls just trying to
live it up shaking it like they can't
get enough remember Only God can judge
us forget the haters cuz somebody loves
you memories made till the night's
through surrounded by the ones who love
you we all so turn up here getting turn
up yeah
so we like to party dancing you and me
doing whatever we
want this is our house this is our rules
We Can't
Stop and we won't
stop can't you see it's we who own the
night can't you say it's way about that
life and we can't
stop and we won't
stop we run things things don't run we
don't take nothing from
nobody yeah yeah it's our party we can
do what we want to it's our house we can
love what we want to it's our song we
can sing if we want to it's my mouth I
can say what I want
[Music]
to and we can't
stop and we won't
stop can't you say it's we who own the
night can't you say it's we who about
that life and we can't
stop and we won't
stop we run things things don't R we
don't take nothing from nobody yeah yeah
it's our party we can do what we want to
it's our house we can love we want say
it's we who own night can't you say it's
we who about that
light it's our song we can sing if we
want to it's my mouth I can say what
things things don't run
we cuz we can't
stop and we can't
stop and we won't
stop we run things things don't run we
don't take
nothing"
Sandra Cires Art,"16,400,000","4,021,385,843","1,098",Howto & Style,2011,NA
Matt Stonie,"16,300,000","3,596,953,613",439,Entertainment,2012,"this is what this is I mean not that
much twenty-seven half pounds of food
less than 8,000 calories just about
8,000 scooping that part she's gonna be
hot
what's good everybody long time no see
it's been a couple weeks
all right guys he already know what
we're doing today today we're doing the
Korean fire noodle challenge yes I did
this years ago I did this with Morgan
from our 1 million subscriber special
anyhow most of you have probably seen a
Korean fire noodle challenge somewhere
on YouTube everywhere everybody does
them some people do have one practice to
see if they can handle heat a lot of
people that have stepped it up and then
an entire five pack of Korean fire
noodles as either a mukbang or a food
challenge but today we're going to step
it up in us we're not gonna try u15 it's
already been done not gonna attempt to
five packs of Korean findings were you
going to attempt 3 5 5 15 individual
blocks of chicken flavored spicy ramen
noodles 3 times the 5 pack Korean fire
noodle challenge 15 fire noodles I can
only imagine at the comment section the
saying right now let's cook these up
three oh wow it's cooked fast
that is nice my new last six meters hold
on I think this one's cracked in half
one two three four six now a mukbang so
I'm gonna do some layers
[Music]
Oh
except a letdown
- I talk pumped up alright no 15 of yous
oh I look good now alright alright
15 packs of Korean fire noodles with all
the sauce all the toppings all the
noodles everything right here 7950
calories in this plate again I don't
think any human is eating this many
career final before I'm about to find
out why I'm gonna diss the top stick to
this one I'm going for the fork come on
alright here we go
Korean fire no talents times 15
challenge starts in five four three two
one and go
weird because like big pepper on the
back of the throne
it doesn't make you not want to swallow
it yeah
[Music]
spicy it tastes good
my god it tastes good no don't do that
they learn
oh no I got nothing on it I think half
were there
it just doesn't end
[Music]
oh yeah yeah oh man my stomach is just
this is why don't displace abuse guys
all right guys there we go ah that is
1515 spicy Korean chicken noodle packs
hello yeah baby 15 fire noodles
completed in 10 minutes I am more than
happy to at that time that is it I'm
impressed
all right well what is nine forty nine
minutes and 43 seconds for 15 5 meters I
think that's a pretty badass time if I
say so myself
so a plate real quick boom I think I did
a pretty good job cleaning that I was it
I was really aiming for 10 not worried
that in me aiming for 10 that I'd be
like 5 4 3 2 1 and then I can move on
the plate I know I clean that I clean
the plate good that's a clean plate
couple of news right here not much but a
great one
yeah I got a penis poop up later
alright guys but thank you for watching
sorry it's been I think it was I
I've been training and stuff for
competitive contests and I looked at my
youtube and I was like oh crap I've been
uploaded a video in three and a half
weeks so here we go got a video up for
you guys hope you guys enjoyed it I
wanted to do a big what to do it right
so ah after I get these big contests out
of the way I'll have more time to film
so I'll get more videos out for you guys
but um I appreciate you guys sticking
around with this channel and I don't
write up lyric regularly upload as many
do but I'm working on it well hope the
pain was worth it
thank you guys for watching hope you
enjoyed the video and I'll see you
hopefully soon in another video soon the
cup
any other final words that can think of
my head not were in the right place I
just need to make sure I said anything
Wow let's see yeah
websites up it's been up for a long time
just have a say anything about it
yeah t-shirts there should be there any
t-shirts for sale I'm go to Big Cartel I
mean should be below I'm also spent on
Amazon though so I combined your shirts
and Amazon mercs
I'm gonna call it I don't know
my math you can do this oh come on come
on it's no big deal just place but one
you can 15 all right"
Peet Montzingo,"16,300,000","12,178,059,202",366,People & Blogs,2014,"hello hello welcome
hi so I just really needed your help
because the Cecil's across the street
when I first moved here I actually
didn't know that the Cecil was the Cecil
how many times is there like ambulances
is there stuff happening there it's been
a minute actually and it's like the last
2 weeks it's been silent because before
that there were like massive events
happening here what would you suggest um
best ways to communicate to the spirit
in the sea the sea Soul we can call out
and see if anyone wants to come forward
if we want to call out to the spirits of
the sea we only want positive energy
absolutely no negative energy we don't
want any demonic entities coming in here
so only positive energy yes if there's
any anyone from the Cecil who would like
to come through or Lola yep okay there's
someone here we're going to see how much
Peete can take
tonight
Charles reach
out I'm in front of
you wrong
way towards the
Cecil he killed
me
who the
man is that you ringing
that I don't know what to ask I'm so
scared did you come from the seil he's
trapped in
there there's a little boy here too he
said hi across the
way okay this thing has been going off
like crazy and she's talking to
Spirits behind
you behind
you there's a lot coming through and
they keep saying behind you behind you
and that's the sea Sal with your
experience have you noticed that they're
able to like leave the locations that
they're in or here's a good example so
this is Lola my haunted doll Lola's a
queen we stand her we love Lola we love
Lola she's a spirit of an 18-year-old
girl she was born in 1901 passed away
1919 he's very attached to this doll so
she needs to be in the vicinity of it
she's like yes I
am Lola can you make it stop
please she's like I have to make my
presence known thank you
what oh my God I'm a psychic medium by
the way yes she's a psychic medium Lola
can you cross the
rods that's Lola
yes oh my God that's insane this is my
life oh my God it's not me
oh sorry did I un the No No No
Yeah I love you can you tell us who's
someone's here can you tell us who's
here right now besides
Lola can you stop thank you Pete's
getting the hang of this I'm a
medium Pete's a medium now what is your
name my name is Kelsey this is
Pete
hello
hello killed I heard
killed in there you hear that yeah
killed in there in
there it's a cycle oh you hear that
yes it
is the chills yeah there's a little boy
in here he's standing by your table here
yes what's your
name Jack you heard Jack too right I
heard
Jack Jack why are you
here to talk what do you want to talk
about can you show me how old you are
with your hands he's doing he's doing
this is he still by the table yeah he's
standing right in front of the table
right here M thinking if we put it by
him let's try it yeah you want to try it
y oh
look is that the little
boy
good job it's a little boy yeah the
green could be yes and then the red
could be no do you want to do
that uh-huh okay I heard Jack again I
think his name is
Jack oh my God we made a
friend TV he wants to watch TV right
when I moved in I had a TV right here
and I had a water ball bottle that was
half full and the windows were shut and
everything it was like 2 p.m. and out of
nowhere just watching TV the water
bottle lies the other side of the room
um and it was my roommate and night at
the time um sitting there we were
looking at each other like there's no
like something literally like pushed it
you know they must have been upset about
something can the man come forward are
you able to cross the rods in my hands
the man who referred to
Charles what's up
[Music]
Charles there he is oh yes did you hear
him he goes yes can you point to where
you're at right now with the rods can
you
point he's pointing like he's sitting or
something yeah it's like going right to
the chair
oh my God yeah he said I'm here you hear
that you're
here so Charles are you happy are you
peaceful oh that means M that means he's
not
sure do you feel
stuck it's unsure I just keep seeing
Like a Knife which is weird with him
like I just keep seeing a
knife stabbed do you hear that were you
stabbed yeah were you stabbed
recently
this year you hear
that did you die at the Cecil hotel
across the
[Music]
way is there anything you want to know
why' you come here I've been
waiting waiting for what do you need me
to do something I wanted to walk that
way
but he didn't let me who didn't let
you he was out of his
mental talking about a guy who hurt you
in the alley in the alleyway
behind
behind Okay so you got hurt in the alley
behind the seil I owed him nothing oh my
my God he going to pause this cuz he's
showing me what happened to him I think
it was in the behind the sea in like an
Alleyway a man that was just like
desperate I heard him say like mental
which is like I think he was trying to
insult this man this man was super
aggressive like I think he was robbed or
something was taken from him and maybe
stabbed I think he died behind the sea
wow the fire alarm when no one was
living in the sea and the fire alarms
just went off one night and it was going
off for like 6 hours or something just
because no one start turned off um and
the next day I had a friend come over
and I was like isn't it like I feel
weird to like even talk about the seil
and like what happens to cuz I feel like
the ghosts are watching me and right
when I said that the fire alarm in just
my apartment unit went off and we like
went outside cuz we thought it was the
whole building and it was just mine yeah
I just come back from my last wanted
house in Iowa it was the next night I
came back and that's what happen I may I
brought something back could have
followed you did you feel like negative
for a while or anything like that oh yes
because that trip my all my yes all myps
my whole footage um from the entire trip
the hard dag corrupted not only the hard
drive but um both SD cards from two
different cameras everything and so then
I end up having to pay like6 or 7,000 to
get the footage back and I
some
some some as you're talking my throat's
starting to get super tight I don't it's
like I'm try I'm see I can't even speak
I'll having trouble speaking because of
it does that happen sometimes it happens
when there's a more negative presence I
don't know what this is and like you're
be talking about it I don't
know I think so I got does that mean
it's nearby does that mean it's just
hanging around it was right you have to
put your hand there to do
that should we see who this is yeah if
this is an attachment because this I
don't know what this is it's definitely
more of a negative presence it doesn't
necessarily mean it's demonic but it's a
lot stronger oh I just saw
it okay I'm ready so it's here it's here
are you upset that we're
here
no no what is is happening are you
attached to Pete never
left are you scared that we'll take you
away from
Pete someone just screamed in my ear I'm
watching
you what if I told you that Pete doesn't
want you around him there's like a lady
that keeps screaming it's like like this
loud scream I just keep hearing
demon well no demons are welcome here if
you're a demon get get them out the
shadow yeah shadows and demons are not
welcome the shadow earlier was that a
demon don't be too
loud the
TV too loud why are you
here
cursed are you
negative They're
laughing I want you to leave P alone
you're not welcome in his space you're
not welcome in his
[Music]
apartment you need to leave him
alone how long have you been here
[Music]
[Music]
for been here for a minute are you here
from one of my
trips if you were to tell him like leave
me alone I don't want you here get out
of my space I think that it's it's getet
I think that if you tell it to go it
will okay yeah let's do it I don't want
any lingering Spirits here I don't want
this entity to feel like it it could be
here you know so I'm going to
Sage no negative entities are allowed in
this space this is Pete's space yeah if
you're here and you're attached to me or
this apartment or one of us then you
need to leave immediately we can only
have positive light
happy Spirits here we can't have any
demonic negative entities you're not
welcome we need to leave right now we
just jump out the window yeah get out
the window honestly
seriously sing hardboard p as well
positive
energy did you get the feet too the feet
oh no not the feet oh we got to Sage the
feet hold on we got to get we got to
save the feet can I also just say it's
not what it look I don't I'm not weird
with feet it's just it for a prank for
my mom I swear the negative entity as a
foot fetish yeah I know I just buing
feet all a sudden it's like I love my
feet no that's was it's that's what it
was attached to the whole time don't
take me away from the
feet this house is clear thank God I did
not even know that I had a spirit
attached to me or
[Music]
anything
so do you think the the presence is gone
now for now at least yeah if it comes
back it's like you have to train it to
not come back got it but sometimes they
just dip and you never see him
again bye have a great time"
ZutiGang,"16,300,000","17,153,225,893","1,460",People & Blogs,2021,NA
Kids Play,"16,300,000","8,253,547,328",612,Entertainment,2018,NA
Ray William Johnson,"16,200,000","11,924,526,299","2,044",Entertainment,2008,"what's happening for them I'll be the
first to admit that I love jumping on
trampolines like this girl it looks fun
right yeah keep watching
although it's funny it's kind of weird
that the trampoline broke I mean if you
look this girl isn't like overweight or
anything
in fact she's actually rather thin but
you know from this point on her friends
will refer to her as that fat girl who
broke the trampoline hey way to go fatty
hide your chapstick or that fat girl
will eat it all I'm just saying you know
they're gonna make fun of her form I
need you to check out this video of this
drunken woman who really really wants to
dance go ahead girl dance do the
percolator get up on that glass table
and show us how it's done
grace oh we're ready show us how to
percolate girl oh damn wait the glass
went into her what yeah the video cuts
off right there
so for him the glass went into her what
I think it's stuck directly into her
self-esteem what's funny is that even
though she's not really fat from this
point on her friends are gonna refer to
her as that stupid [ __ ] who got drunk
and did the percolator on top of a glass
table we all hate trolls and I actually
have a good time making fun of them but
I have even more fun watching someone
react when trolls have pissed them off
like this guy you know 13 14 and 15 yo
ghetto kids we're telling a needle in
his way video
alright don't call this guy fat he's
obviously a bit worked up over it you
don't tell me I'm fat because you have
such good content you get all worked up
I'm pissed off all day I'm reading my
comments you're coming to my cellphone
I'm checking my email
[Applause]
[Applause]
alright chill out man dude you know what
you should do when you're feeling upset
it's time for the percolator it's time
for the percolator
okay maybe not know what time it is for
him it's time for the comment question
of the day which comes from a user named
JT 89 for breakfast and he said yeah I
was swimming pool full of anything you
want to besides water what would you
choose and why yeah that's a nice flag
in the background JT let's just hope you
weren't wishing for a pool of racism no
I don't like JT's flag but I do like his
question if you could have a swimming
pool full of anything besides water what
would it be
leave your interesting or creative
responses in the comment section below
don't forget to submit your video for
the next episodes comment question of
the day but thanks for watching today's
episode of equals 3 I'm ray william
johnson and I approve this message
tell me for him if you saw a sama bin
Laden in person what would you say to
him
[Music]
no we're doing your mom I was doing your
mind yes yours preparing the Walmart
picking out your drawers because parting
hair like a nice prom queen I gotta go
you you know you"
Eli Kids - Cartoons & Songs,"16,100,000","5,668,901,331",702,,2018,"here comes the family dinosaur bus
they're on their way to pick us up the
dinosaur family the bus is coming to
pick us up
today the daddy dinosaur bus leads the
pack he'll carry passengers on his back
the daddy dinosaur bus Stomps the street
with his mighty
feet the mommy dinosaur is next in line
she is having a real good time she wears
a pink bowl that looks so sweet she's
the cutest bus on the
street the baby dinosaur bus Trails
behind he wears his cute hat all the
time he's a little bit clumsy on his
wobbly feet marching down the
street the daddy dinosaur leads the way
he helps the passengers start their day
when he stops with the S and jerk he
drops them off to
work the mommy dinosaur bus makes us
stop she drops off passeng so they can
shop she takes them to the local stores
to buy food and
more the baby dinosaur bus look so cool
take
kids to the school he may be slow but
that's just fine he'll get them there on
time when the day is over the buses go
around King passengers home safe and
sound when they drop the very last one
they go home as a
family
AB on a brosaurus will they win by your
nose Max hopes not he's on a
Spinosaurus Johnny's on a T-Rex has a
Triceratop at the sound of the whistle
they'll
go get set it's a dinosaur race off we
go can you feel the Earth shake dumping
hard and taking long strides this is a
wild ride this is a wild ride Johnny
leads on his T-Rex but Max and naby are
neck and neck they're going fast they
won't be last Max and naby are going
strong but Johnny sees that something's
wrong his T-Rex is tired and can't carry
on get set in the dinosaur race off we
go Can You Feel the Earth shake dumping
hard and taking long strides this is a
wild ride this is a wild
ride
johny's T-Rex is taking a nap Max
Spinosaurus can't run one more lap
osaurus is Tiger two here's
Triceratops Liz
wins get set it's a dinosaur race off we
go can you feel the Earth shake stomping
hard and taking long strides this is a
wild ride this is a wild
ride here's some fun I'll make a a maze
with twists and turns and
straightway but hamster George in at the
start he climbs the walls and knocks it
apart
now I'll build big castle walls Steeples
and spires so very tall my blue blocks
can be a moat and this red block will be
a boat building blocks are fun you'll
see sort them stack them one 2 three
many shapes and colors bright building
blocks are pure
delight
car what's it t a toy car hey I'm going
to show you what it can
do push it and pull it watch how it
rolls but it has a secret watch it
unfold toy car what's it do in the toy
car hey I'm going to show you what it
can do push the blue butt and watch how
it floats we turn the car into a fancy
boat toy car what's it do a toy car hey
I'm going to show you what it can
do toy car but toy car got a brand new
toy car to show
you toy car what's it do a toy car hey
I'm going to show you what it can
do push the red button now come the week
now it's a plane Let's Pretend We're
storing toy car what's a do a toy car
hey I'm going to show you what it can
do push the green bat and see the wings
flip off to the stars in The Secret
spaceship toy car what to do the toy car
hey I'm going to show you what it can
do
toy car what's a tuna toy car got a
brand new toy car to show
you toy car what's a do a toy car hey
I'm going to show you what it can
do push the blue button watch how it
flows we turn the car into a fancy Cod
toy car what's it do a toy car hey I'm
going to show you what it can
do push the red button now come the
wings now it's a plane Let's Pretend
We're so toy car what's it do the toy
car hey I'm going to show you what it
can
do toy car what to do a toy car got a
brand new toy car to show
you toy car what's it do the toy car hey
I'm going to show you what it can
do push the green butt and see the wings
flip off to the stars in my secret SP
ship toy car what to do a toy car hey
I'm going to show you what it can
do toy car what to do in a toy car hey
I'm going to show you what it can
do
the first elepant is big and gray and he
blows a whistle like a choo choo tree
the first elephant is big and great
skating all
around
the second elant is blue wi and pink
with a big orange bow flower on her ear
the second elephant is blue and pink
skating all
around
the third elephant is pretty and green
with a big pink bow on her head the
third elephant is pretty and green
skating all
around
the fourth elephant is little and blue
with a tapped off hair a TA of hair the
fourth elephant is little and blue
skating all
around
the elepants must stick together even
when little blue falls behind the
elepants must stick together skating all
around
kind of slow in and out the window then
away we go we fly over houses then we
fly over trees we get carried away on
the
breeze we're going to go zoom zoom zoom
zoom when we go outside and ride our
room way up in the air we're going on a
clim it's broom racing time it's broom
racing time flying high flying low
flying over streets wave at the cars and
the people we meet doing Loops making
turns stopping in the air like that
better hold on or you'll lose your
hat we're going to go zoom zoom zoom
zoom when we go outside and ride our
room way up in the air
we're going to climb it's broom racing
time it's broom racing
time we Flew Over The City the par and
River to away to the clouds on our broom
we flew the moon was still shining the
night was ours so we pointed our brooms
and flew to the
Stars we're going to go zoom zoom zoom
zoom when we go outside and ride our
room way up in the air we're going to
climb it's broom racing time it's broom
racing
time
what a day my friends are here Liz and
Johnny in their swimming gear we hold
hands and jump in fast
together we make a world class Splash
hey my friends come on and see you can
swim all day with me the day is warm and
the water's cool jump into my outdoor
pool
johny's a shark and I'm a fish Liz is an
octopus with arms that squish we pretend
we're in the ocean blue if you go
swimming you you can do hey my friends
come on and see you can swim all day
with me the day is warm and the water's
cool jump into my outdoor
pool
Aiden and Abby have a new game dinosaur
park that's the name Tyrannosaurus Rex
hunts for a feast it has little arms but
great big teeth
T-Rex yes that's my favorite
one
Aiden and Abby have a new game a
dinosaur park that's the name
pterodactyl swoops down from the sky on
giant wings that it Soares up high
pterodactyl yes that's my favorite
one dinosaur toys are oh so much fun
wouldn't you love to meet a real one
that would be a dream come
true Aiden and Abby want a real Dino
too
Aiden and Abby have a new game dinosaur
park that's the name
Brachiosaurus munches trees stomping
around on big round feet brosaurus yes
that's my favorite
one Aiden and Abby have a new game
dinosaur park that's the name
Velociraptor runs through the grass then
jumps far it's so fast Velociraptor yes
that's my favorite
one dinosaur toys are oh so much fun
wouldn't you love to meet a real one
that would be a dream come
true Aiden and Abby want a real Dino
too Aiden and Abby have a new game
dinosaur park that's the name Triceratop
swings its head and Roars sweeping the
air with three huge horns Triceratops
yes that's my favorite
one Aiden and Abby have a new game
dinosaur park that's the name
Spinosaurus with its spiny f
looks for a pond to catch fish in
Spinosaurus yes that's my favorite
one dinosaur toys are oh so much fun
wouldn't you love to meet a real one
that would be a dream come
true Aiden and Abby want a real Dino
too Aiden and Abby have played their
game but now nothing looks the same
T-Rex paryl flies aeden and Abby can't
believe their eyes dinosaur bark yes yes
we're
here Aiden and Abby feel the ground
shake
Brachiosaurus makes them
quakea Raptor stocks nearby but ceratops
gives them a ride d dinur Park oh it was
just a
dream dinosaur toys are oh so much fun
wouldn't you love to meet a real one
that would be a dream come
true Aiden and Abby want a real Dino
too
Aiden and I be want a real Dino
too
Turtle bus go to the lab to the lab
they'll fix you up with wings and ways
to lift you up so that you can
fly Turtle bus Dy these balloons big
balloons to carry you high Turtle bus
floats the balloons go pop Turtle bus
bumps back to the
ground turtle bus try these rot blades
that go chop chop like a
helicopter rotor blades that go chop
chop oh they B you up and
down Turtle bus try a
propeller
propeller from a plane buzz buzz buzz it
pulls you far but you stayed on the
ground
Turtle bus try a jet engine a jet engine
that Roars real hot Turtle bus shakes
and zoomed up high now Turtle bus can
fly
the turbo Turtle bus flies through the
clouds then Roars to earth when it sees
crowds the turbo Turtle bus flies people
home the fastest bus in
town
n"
Justin Flom,"15,900,000","13,891,013,137",774,Entertainment,2006,"Music]
are you ready to play the newly wed game
does it involve me going down the trap
door only if you get a question wrong no
just don't touch the
lever oh it's creaky uhhuh oh I don't
like it am I going to fit through this
thing and it does not feel secure this
is the Newlywed Game as long as your
answer matches my answer you're safe
your answer is wrong you go through the
trapo first question when I go in for a
hug where do my hands
go my
butt show us
butt okay you're safe where was our
first
date oh I remember this it was Circus
Circus because I thought it was a joke
when we pulled in there but you were
taking me to Circus Circus Circus Circus
in Las Vegas okay you ready describe
your sexiest PJs what are your sexiest
pajamas uh I guess I would say probably
the The Fishnet thing that I have that
covers my whole body the
bodysuit The Fishnet bodysuit look
baby okay all right we are getting
personal here uh what is this is you're
filming this what is my pet name the
question what is my pet name for you
baby baby got it okay you ready
nervous what is your biggest
fear this is so silly I don't want to
admit that in front of people oh too
late you're going okay well then we can
just send you through the Trap no no no
no no no no okay I'm afraid of
ghosts okay you're getting it you're
you're doing good okay no no no this is
this is good all right uh who is more
adventurous are you going to tell
there's a crack right there it feels
like it's just going to bust open oh
when I move like that I feel it move who
is more adventurous in the
bedroom oh
me Anna's more okay all right we are
these are not appro like are you sure
you should be asking me these questions
if you were a Disney princess which
Disney Princess would you
be I would obviously be
Belle ah this is really okay okay I
thought you'd go in for uh for that one
as well okay um um what so if I don't
get any wrong I will not be trapo you're
getting one of these wrong uh trust me
like there's not a CH what is your
favorite part of what what body part of
mine is your
favorite oh your hands they're like big
strong man hands and I love them okay so
I
had also the hands Al no also hands you
can look back here at the answer and you
can see what what I've done okay uh oh
who said I love you first you or
me I believe that was
you do you remember where that's just
for bonus points I don't have that
written down no I don't remember where
he a parking garage okay you ready for
this who
is I think we could have who is my
celebrity
crush
Rihanna she knows me okay fine uh then I
wrote down your celebrity crush the
answer has to match or you're going
through the trapo who is your celebrity
crush mine is also
Rihanna look at this baby look yeah okay
all right all right perfect uh how do I
like my eggs in the morning ooh
scrambled and if we have it with
steak do we give it to her or do we send
her through the trap door I think we
give it to her okay all right all right
but you always want it scrabbled why
wasn't that even in there with steak is
right
okay how many more questions are there
because I'm getting them all right this
is good right where not going in where
is the strangest place we've made
Whoopi who says that that's the thing
from the newwood game that awkward we
can't say other words on the internet
okay and it has to and this is what you
think is the strangest place or what I
think is the strangest place oh my God
okay okay okay like is this something we
have to agree on because we probably
have different answers okay okay okay
the backyard the
backyard
look sprinklers went off it was very
cold it was a thing okay all right uh I
got you a Christmas present our very
first Christmas together what was that
Christmas
present it was we only got one present
for each other that year and um it was
Alice and Wonderland the old copy that I
grew up with like the old one that my
great-grandfather had nailed it okay
vintage allice and Wonderland I think
was it a first edition that was a cool
thing okay uh we're making a Hollywood
movie of life who plays me Hollywood
actor plays me well the person I would
have chosen is no longer with us but I
guess I would say James
Franco
hey the YouTube comment section always
says John Cena and I don't understand
being a discount John Cena who would
play you I need to see a picture of who
would play you oh um I have my choice
you have your choice yes well you've
compared me to this well oh bummer is it
an no no no that's not my final answer
that's not my final answer sh it's not
an Hathaway no who is it who
plays the other one is Jennifer conell
oh jeez okay all right you're doing
really good this is this is about
there's oh uh what high school did I go
to oh my gosh
yeah what don't worry I what high school
did I I go to not a clue but that's not
the question oh no no no no no no hold
on hold on it's something it's something
like a religious name like saying
no three no no no no no no no no no okay
okay Academy sa something Academy no no
no no no Bethany
Academy that high school doesn't even
exist anymore out of business okay uh
how am I on this thing right I'm not
going to hit anything no you're good
you're good uh okay you have to match my
answer here when we have time in the
bedroom how long does it usually
take I mean
it's I mean it there isn't like we don't
put a timer on I mean it just takes
however long it takes I don't
know I think that match okay that I
think that matches that's good okay all
right all right hey this is so wild you
should not be saying this Stu you know
do you know my first car oh
shoot it's not the one that we have in
the garage that's like old and beat up
that no but that's my second car I've
had that one for 20 years the Nissan not
that's not the one that's not my answer
that's not my answer that's not my
answer don't touch it
okay Chevy it was an old Chevy do you
know what it was a
Chevy Blazer ah 1998 7 oh you got scared
you were not confident that one 1998
Chevy Blazer exactly what it was uh okay
what movie makes me
cry is this a trick question no cuz you
cried a lot of movies all right can we
not don't get those no no no no no okay
what movie makes me cry
uh It's a Wonderful
Life that is that your answer there's
another one there's others there's
another one that I can
remember hold on it's not my answer okay
right don't
[Music]
don't it's not my answer what's your
answer it's don't do it don't do it just
I'm going to be wrong don't do it don't
do it without me knowing don't do it
just give me a countdown if I get it
wrong just listen please Jus I hate it
wow this is scary okay do I need to know
anything cuz I just feel like I'm
getting this I'm just asking you what
movie makes me cry you said it's
wonderful life is that your answer I
think also or maybe
instead 13 Going on 30 okay all right so
now look at me that so so
listen listen don't touch it uh 13 Going
on 30 and it's War over life do make me
cry but the one the one I put down was
father please don't please no
it's come
[Music]
here it's so it was F the bad yeah it
really makes me cry but so do the other
two"
